department,course_code,course_name,credits,prerequisites,corequisites,description
PHAR,306,Medicinal Chemistry of High-Impact Pharmaceuticals in Major Diseases,3,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""CHEM 233""), Prerequisite(type=""course"", details=""PHAR 202"")])",,"Structure and mechanism of action of drugs used in the treatment of major chronic diseases: heart disease, cancer, lung disease, and diabetes. Prerequisite: All of CHEM 233, PHAR 202. This course is not eligible for Credit/D/Fail grading."
PHAR,307,Analytical Sciences Theory and Laboratory,4,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""CHEM 211""), Prerequisite(type=""course"", details=""CHEM 233""), Prerequisite(type=""course"", details=""CHEM 235""), Prerequisite(type=""course"", details=""PHAR 204"")])",,"Theoretical and practical knowledge of the analytical sciences commonly used in Academic Research as well as the Pharmaceutical and Biotechnology Industries. Prerequisite: All of CHEM 211, CHEM 233, CHEM 235, PHAR 204. This course is not eligible for Credit/D/Fail grading."
PHAR,308,Systematic Pharmacology,3,"Prerequisite(type=""course"", details=""PHAR 202"")",,"General principles of pharmacodynamics and pharmacokinetics: drug action on nervous, cardiovascular, GI and endocrine systems; beneficial and detrimental effects of drug action. Prerequisite: PHAR 202. This course is not eligible for Credit/D/Fail grading."
PHAR,370,Pharmaceutical Cases I,3,,,Application and problem solving in the pharmaceutical sciences. Integration of knowledge and skills from multiple courses to problem solve authentic cases and problems of increasing complexity. Development of self-directed learning skills. This course is not eligible for Credit/D/Fail grading.
PHAR,380,Pharmaceutical Topics and Communication Seminar III,1,"Prerequisite(type=""course"", details=""PHAR 280"")",,"Preliminary skills and concepts for planning, delivering and critiquing a scientific presentation using selected topics in the pharmaceutical sciences. Prerequisite: PHAR 280. This course is not eligible for Credit/D/Fail grading."
PHAR,415,Topics in Pharmaceutics and Biopharmaceutics,4,,,A study of selected topics in the field of pharmaceutics and biopharmaceutics. Registration restricted. Permission of instructor required. [2-0-0] This course is not eligible for Credit/D/Fail grading.
PHAR,421,Precision Medicine,4,"Prerequisite(type=""course"", details=""PHAR 203"")",,Skills and concepts in pharmacogenomics as applied to medical practice and dosing. Prerequisite: PHAR 203. This course is not eligible for Credit/D/Fail grading.
PHAR,422,Pharmacoeconomics,3,"Prerequisite(type=""course"", details=""PHAR 305"")",,"Evidence evaluation skills and understanding the role of, and the methods and principles used in, health economics and economic evaluation in healthcare, with a focus on health technology assessment studies. Prerequisite: PHAR 305. This course is not eligible for Credit/D/Fail grading."
PHAR,423,Statistical Methods for Pharmaceutical Outcomes Research,3,"Prerequisite(type=""course"", details=""PHAR 305"")",,Basic principles of biostatistics and epidemiology. Application of epidemiologic and statistical knowledge in the area of health outcomes. Prerequisite: PHAR 305. This course is not eligible for Credit/D/Fail grading.
PHAR,424,Financing and Therapeutics in the Canadian Health Care System,3,,,"Foundation in Canadian health care delivery systems and policies, with a focus on pharmaceutical policy and on comparison with other types of health care systems. This course is not eligible for Credit/D/Fail grading."
PHAR,425,Biologics,3,,,Biologics as a therapeutic; how biologics are developed as drugs; synthesis and unique properties of biologics as drugs. This course is not eligible for Credit/D/Fail grading.
PHAR,426,Advanced Anesthetics and Analgesics,3,"Prerequisite(type=""course"", details=""PHAR 308"")",,"Advanced concepts in anesthetic and analgesic drugs, their uses and abuses. Prerequisite: PHAR 308. This course is not eligible for Credit/D/Fail grading."
PHAR,427,Drug Structures in Medicinal Chemistry,4,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""CHEM 233""), Prerequisite(type=""course"", details=""PHAR 202"")])",,"Therapeutically important privileged scaffolds and functional groups, and selectivity achieved through different chemical modifications. Prerequisite: All of CHEM 233, PHAR 202. This course is not eligible for Credit/D/Fail grading."
PHAR,428,Clinical Chemistry,3,"Prerequisite(type=""course"", details=""CHEM 211"")",,"Principles, practices and procedures of medical laboratory clinical chemistry. Prerequisite: CHEM 211. This course is not eligible for Credit/D/Fail grading."
PHAR,429,Adverse Drug Reactions,3,,,"Molecular and physiological basis of common adverse drug reactions (ADRs). ADRs in the context of current understanding of drug metabolism and pharmacogenetics. New approaches to prediction, detection and treatment. This course is not eligible for Credit/D/Fail grading."
PHAR,430,Biomolecular Pharmaceutical Chemistry,4,,,Chemical principles and their application to drugs used to regulate enzyme activity. [4-0-0] This course is not eligible for Credit/D/Fail grading.
PHAR,431,Functional Foods,3,/* Unparsed: fourth-year standing or permission of the instructor. equivalency: fnh402 this course is not eligible for credit/d/fail grading. */,,Functional food concepts related to efficacy and safety; examples of bioactive component-disease relationships; natural health products; approval of functional food and health claims; the importance of clinical studies in support of efficacy for health claims; market determinants of functional foods. Credit will be granted for only one of PHAR 431 or FNH 402. Prerequisite: Fourth-year standing or permission of the instructor. Equivalency: FNH402 This course is not eligible for Credit/D/Fail grading.
PHAR,432,Toxicology,3,"Prerequisite(type=""course"", details=""PHAR 308"")",,"Biochemical, cellular, and molecular processes that govern toxicity elicited by drugs and environmental toxins at the molecular, cellular, tissue, and organ system levels. Adverse drug reactions and precision medicine approaches to mitigate drug toxicity. Prerequisite: PHAR 308. This course is not eligible for Credit/D/Fail grading."
PHAR,433,Advanced Pharmacokinetics,3,"Prerequisite(type=""course"", details=""PHAR 302"")",,"Polyexponential pharmacokinetics, pharmacokinetic/pharmacodynamic modeling, pharmacokinetic predictions, physiologically-based pharmacokinetic modeling and population-based pharmacokinetic modeling. Credit will be granted for only one of PHAR 433 or PHAR 502. Prerequisite: PHAR 302. This course is not eligible for Credit/D/Fail grading."
PHAR,470,Pharmaceutical Cases II,3,"Prerequisite(type=""course"", details=""PHAR 370"")",,Advanced application and problem solving in the pharmaceutical sciences. Integration of knowledge and skills from multiple courses to problem solve authentic cases and problems of increasing complexity. Further development and practice of self-directed learning skills. Prerequisite: PHAR 370. This course is not eligible for Credit/D/Fail grading.
PHAR,480,Pharmaceutical Topics and Communication Seminar IV,3,"Prerequisite(type=""course"", details=""PHAR 380"")",,"Senior level skills and concepts for planning, delivering and critiquing a scientific seminar using extended topics in the pharmaceutical sciences and beyond. Prerequisite: PHAR 380. This course is not eligible for Credit/D/Fail grading."
PHAR,485,Research Project,15,,,Provides research experience equivalent to one full-time term of work on a defined research project in an area of pharmaceutical research. This course is not eligible for Credit/D/Fail grading.
PHAR,491,Honours Thesis,12,,,Research project and production of a thesis document in an area of pharmaceutical research according to national/international standards. This course is not eligible for Credit/D/Fail grading.
PHAR,495,Practicum,15,,,Provides practicum experience equivalent to one full-time term of work in a professional area of pharmaceutical research This course is not eligible for Credit/D/Fail grading.
PHAR,501,Advanced Pharmacotherapeutics,12,,,Pharmacotherapeutic intervention in selected acute and chronic diseases and disorders. Emphasis is on recommendations for and monitoring of drug therapy. [3-6] This course is not eligible for Credit/D/Fail grading.
PHAR,502,Advanced Concepts in Pharmacokinetics,4,,,"Models of linear and dose-dependent systems in pharmacokinetics including sustained release, volumes of distribution, drug clearance, metabolite kinetics, multiple dosing and computer modelling. Credit will be granted for only one of PHAR 502 or PHAR 433. [4-0] This course is not eligible for Credit/D/Fail grading."
PHAR,506,Critical Appraisal of Pharmacotherapy Literature,6,,,"Identification, evaluation, and application of evidence relevant to improving clinical pharmacy practice and patient care. [3-0-0] This course is not eligible for Credit/D/Fail grading."
PHAR,508,Advanced Applications in Clinical Pharmacokinetics,4,/* Unparsed: [phar502] this course is not eligible for credit/d/fail grading. */,,Pharmacokinetic applications in therapeutic drug monitoring and patient care; specific drugs and disease states; effects of age and concomitant drug administration. [4-0] Prerequisite: [PHAR502] This course is not eligible for Credit/D/Fail grading.
PHAR,515,Nanomedicines,3,,,Nano-sized drug delivery systems and their interactions with biological systems. This course is not eligible for Credit/D/Fail grading.
PHAR,516,Polymeric Drug and Protein Delivery,2,,,Advances in polymer-based drug delivery systems. [2-0] This course is not eligible for Credit/D/Fail grading.
PHAR,517,Lipid-Based Drug Delivery,2,,,Advances in lipophilic drug delivery systems. [2-0] This course is not eligible for Credit/D/Fail grading.
PHAR,518,Diagnostic Imaging and Radiopharmaceuticals,4,,,"Radiation-related, optical, and other imaging methods (SPECT, PET, CT, MRI, microscopy, ultrasound) and their application in research. [3-4*-0] This course is not eligible for Credit/D/Fail grading."
PHAR,520,Applied Omics Science for Drug Discovery and Development,3,,,"General principles of genomics, proteomics, glycomics, and metabolomics; advanced functional omics techniques and their applications in pharmaceutical research. This course is not eligible for Credit/D/Fail grading."
PHAR,522,Basic Theory and Practice of Liquid Chromatography - Mass Spectrometry in Pharmaceutical Research,1,,,Fundamental and practical knowledge and skills to run liquid chromatography tandem mass spectrometry. This course is not eligible for Credit/D/Fail grading.
PHAR,523,Basic Theory & Practice of Isothermal Titration Calorimetry,1,,,Isothermal titration calorimetry thermodynamic concepts and practical applications in measuring molecular interactions. This course is not eligible for Credit/D/Fail grading.
PHAR,524,Cell Culture and New Biomedical Approaches,1,,,Basic cell culture techniques and novel insights into alternative methods in biomedical research. This course is not eligible for Credit/D/Fail grading.
PHAR,525,Pharmaceutical Research Techniques I,4,,,"Spectroscopic, GC, HPLC, LCMS and NMR analytical techniques for drug analysis, pharmacokinetics and metabolism. [2-6] This course is not eligible for Credit/D/Fail grading."
PHAR,526,Pharmaceutical Research Techniques II,4,,,"Immunological assays, capillary and gel electrophoresis, radioisotope techniques, PET, peptide analysis and receptor binding studies. [2-6-0] This course is not eligible for Credit/D/Fail grading."
PHAR,541,Drug Metabolism and Toxicology,3,,,"The biotransformation of drugs, pesticides, carcinogens and other foreign chemicals in animals and humans. The biochemical mechanisms responsible, particularly the cytochrome P-450 mono-oxygenases, will be emphasized. The formation of toxic reactive metabolites and their effects will be discussed. Enrolment restricted. This course is not eligible for Credit/D/Fail grading."
PHAR,542,Central Nervous System Pharmacology,3,,,"A course comprised of lectures, assigned readings and reports on selected topics dealing with drug actions in the central nervous system. Given in alternate years. Permission of instructor required. This course is not eligible for Credit/D/Fail grading."
PHAR,543,Advanced Laboratory in Pharmacology,3,,,A laboratory course giving instruction in the methods and techniques used in pharmacological research. Registration limited. [0-6] This course is not eligible for Credit/D/Fail grading.
PHAR,545,Cardiovascular Pharmacology,3,,,"A course composed of lectures, assigned readings and conferences dealing with aspects of drug actions and cardiovascular function. Topics include the role of adenylate cyclase in cardiac function, the role of calcium in myocardial contractility and the effect of drugs on myocardial and vascular function. Enrolment restricted. Given in alternate years. This course is not eligible for Credit/D/Fail grading."
PHAR,546,"Etiology of Diabesity, from Cell to Society",3,,,"Advanced course on pathophysiology and patient care for obesity and diabetes focusing on healthcare quality improvement, patient safety and optimising outcomes. Equivalency: PHRM346 This course is not eligible for Credit/D/Fail grading."
PHAR,548,M.Sc. Seminar,2,,,Attendance at regular seminars throughout the session and presentation of one or more papers on selected topics. This course is not eligible for Credit/D/Fail grading.
PHAR,554,Advanced Hospital Pharmacy Management,3,,,"Institutional, professional and regulatory factors that influence the planning, implementation and control of pharmacy services in hospitals. Permission of instructor required. [3-0] This course is not eligible for Credit/D/Fail grading."
PHAR,560,Advanced Economic Evaluation in Health Care,3,"Prerequisite(type=""course"", details=""SPPH 541"")",,"Economic evaluation of health technologies, considering, in detail, the policy context for the use of economic evaluation. Prerequisite: SPPH 541. Or equivalent training. Equivalency: SPPH 549 This course is not eligible for Credit/D/Fail grading."
PHAR,561,Pharmacoepidemiology,3,/* Unparsed: previous coursework in statistics or biostatistics. this course is not eligible for credit/d/fail grading. */,,"Principles and applications of pharmacoepidemiology. Practical skills in designing, conducting, and appraising studies of medications in large populations. Prerequisite: Previous coursework in statistics or biostatistics. This course is not eligible for Credit/D/Fail grading."
PHAR,570,Physical Assessment,2,,,Principles of and clinical experience in physical assessment of patients for monitoring of drug efficacy and toxicity; interpretation of objective patient data by the clinical pharmacist. [2-0] This course is not eligible for Credit/D/Fail grading.
PHAR,590,Research in the Pharmaceutical Sciences: Principles and Methods,3,,,This course is not eligible for Credit/D/Fail grading.
PHAR,591,Scholarly Integrity and Research Ethics,1,,,This course is not eligible for Credit/D/Fail grading.
PHAR,648,Seminar for Ph.D. Students,2,,,Attendance at regular seminars throughout the session and presentation of one or more papers on selected topics. This course is not eligible for Credit/D/Fail grading.
PHAR,649,Doctoral Dissertation,0,,,This course is not eligible for Credit/D/Fail grading.
PHIL,100,Introduction to Philosophy,6,,,"Basic problems and methods of Philosophy. Topics such as the existence of God, the nature and scope of human knowledge, the relationship between mind and body, personal identity, free will, issues and problems in moral philosophy. Credit will be granted for only one of PHIL 100 and either or both PHIL 101 or PHIL 102."
PHIL,101,Introduction to Philosophy,3,,,"Basic problems and methods of philosophy. Topics such as the nature and scope of human knowledge, the existence of God, and the relationship between mind and body. Credit will be granted for only one of PHIL 100 or PHIL 101."
PHIL,102,Introduction to Philosophy II,3,,,"Basic problems and methods of philosophy. Topics such as morality, personal identity, free will and determinism, and the meaning of life. Credit will be granted for only one of PHIL 100 or PHIL 102."
PHIL,120,Introduction to Critical Thinking,3,,,"Tools for dealing with both everyday and more technical arguments and concepts. Analysis and resolution of confusions, ambiguities, and fallacies. This course is restricted to students with fewer than 90 credits."
PHIL,125,Introduction to Scientific Reasoning,3,,,Historical and logical analysis of various types of scientific hypotheses and the data that support or undermine them. This course is restricted to students with fewer than 90 credits.
PHIL,211,Greek Philosophy I: Socrates and Plato,3,,,"The Pre-Socratics; Socrates; Sophists; Plato. Recommended as preparation for PHIL 310. Credit will only be granted for one of PHIL 211, CLST 211 or AMNE 235. Equivalency: CLST211, AMNE235"
PHIL,212,Greek Philosophy II: Aristotle and After,3,,,"Aristotle; selections from Hellenistic and Late Antique Philosophy. Recommended as preparation for PHIL 310. Credit will only be granted for one of PHIL 212, CLST 212 or AMNE 236. Equivalency: CLST212, AMNE236"
PHIL,220,Symbolic Logic,3,,,Sentential and predicate logic. Translation from natural language; truth tables and interpretations; systems of natural deduction up to relational predicate logic with identity; alternative proof methods. Some sections may use computer-based materials and tests. Credit will be granted for only one of PHIL 220 and PHIL 222. Equivalency: PHIL 222
PHIL,222,Enriched Symbolic Logic,3,,,"Naïve set theory, relations and functions, recursion and induction; Propositional and predicate logic; Symbolizations, semantics, and formal proof theory; Metatheory for propositional logic. Recommended for students interested in pursuing upper-level courses in logic or formal philosophy. Credit will be granted for only one of PHIL 220 and PHIL 222."
PHIL,230,Introduction to Ethics,3,,,"Theories of obligation and value; moral reasoning; normative ethics, descriptive ethics and meta-ethics. Readings in classic and contemporary texts."
PHIL,235,Contemporary Moral Issues,3,,,"Moral issues such as life and death decisions, paternalism, markets, animal welfare, technology, and global justice."
PHIL,240,Introduction to Epistemology,3,,,"Topics in epistemology such as skepticism, truth, justification, a priori and a posteriori knowledge. Readings from classic and contemporary texts."
PHIL,250,Minds and Machines,3,,,"Philosophical and theoretical issues that pertain to how mental phenomena fit into the material world. Examine questions such as whether a sophisticated enough computer should be deemed a conscious intelligent being. Focus on philosophical literature on consciousness, intelligence, animal minds, and the mind-body relation."
PHIL,260,Science and Society in the Contemporary World,3,,,"An introduction to the historical development, conceptual foundations, and cultural significance of contemporary science. Themes will vary from year to year. Credit will be granted for only one of PHIL 260 or HIST 260. Equivalency: HIST 260."
PHIL,310,The Philosophy of Plato,3,,,A study of Plato's dialogues and his influence on subsequent philosophy. PHIL/CLST 211 or AMNE 235 and PHIL/CLST 212 or AMNE 236 are recommended.
PHIL,311,The Philosophy of Aristotle,3,,,A study of Aristotle's writings and his influence on subsequent philosophy. Recommended pre-requisite: PHIL 310.
PHIL,313,Medieval Philosophy,3,,,Survey of Western European thought from Augustine to the 14th century. Possible topics and authors include: Augustine; Abelard; the influence of Islam; the rediscovery of Aristotle; Aquinas; Scotus; Ockham. Credit will be granted for only one of PHIL 313 and RELG 328. Equivalency: RELG 328
PHIL,314,Philosophy in the 17th Century,3,,,"Survey of 17th-century philosophy from Bacon to Leibniz, including the writings of Hobbes, Descartes, and Spinoza. The influence of science and religion on philosophy."
PHIL,315,Philosophy in the 18th Century,3,,,"Survey of 18th-century philosophy from Locke to Kant, including the writings of Berkeley, Rousseau, and Hume. The influence of science and religion on philosophy."
PHIL,316,Philosophy After 1800,3,,,"Survey of 19th and 20th century philosophy. May include Hegel, Schopenhauer, Nietzsche, Mill, Meinong, Brentano, the British Idealists, Russell, and Moore. Social and political currents in 19th century philosophical thought."
PHIL,320,Logic: Metatheory and Computability,3,,,"Continuation of PHIL 220. A system of deduction for predicate logic is selected for further study. Completeness of this system and other metatheoretic results are proved. Other topics include computability, recursive function theory, incompleteness and decidability. Recommended pre-requisite: one of PHIL 220, PHIL 222. PHIL 222 is recommended."
PHIL,321,"Induction, Decision and Game Theory",3,,,"Formal methods relevant to probabilistic and inductive reasoning. Decision theory, game theory, axiomatic probability theory and its interpretations, belief dynamics, simulation and modelling. Recommended pre-requisite: one of PHIL125, PHIL 220, PHIL 222 or instructor permission."
PHIL,322,Modal Logic,3,,,"Logic of the modal operators It is necessary that and It is possible that. Possible-world semantics and a method of derivation for this logic. Recommended pre-requisite: one of PHIL 220, PHIL 222. PHIL 222 is recommended."
PHIL,323,Non-Classical Logics,3,,,"One or more of conditional logic, deontic logic, epistemic logic, many-valued logic, systems of belief dynamics. Recommended pre-requisite: one of PHIL 220, PHIL 222. PHIL 222 is recommended."
PHIL,324,Philosophy of Logic,3,,,"Fundamental concepts and methods of logic; the logistic method, syntax and semantics; the conditional; entailment; consequence; modal logic; problems concerning extensionality and intentionality. Frege's distinction between sense and reference; Russell's theory of definite descriptions; Tarski's definition of truth. Recommended pre-requisite: one of PHIL 220, PHIL 222. PHIL 222 is recommended."
PHIL,326,Philosophy of Language I,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""LING 201""), Prerequisite(type=""course"", details=""PHIL 220""), Prerequisite(type=""course"", details=""PHIL 222""), Prerequisite(type=""course"", details=""PLUS 6""), Prerequisite(type=""course"", details=""THE 200"")])",,"Philosophical discussion of language, meaning, and communication. Prerequisite: At least one of LING 201/PHIL 220/PHIL 222, plus 6 additional credits of PHIL/LING at the 200-level or above."
PHIL,330,Social and Political Philosophy,3,"Prerequisite(type=""course"", details=""PHIL 230"")",,"Theories of political and legal obligation and authority, legal reasoning, society and the state. Readings in classic and contemporary texts. Prerequisite: PHIL 230 is strongly recommended."
PHIL,331,Business and Professional Ethics,3,,,"Moral problems in contemporary business and professional practice, general moral theory, the law, and policy formation. Corporate social and environmental responsibility, employee rights, preferential hiring and affirmative action programs, conflicts of interest, advertising, whistle blowing and self-regulation."
PHIL,332,Environmental Ethics,3,,,"Moral problems arising in the context of human relationships to nature and to non-human living things, considered in terms of both general moral theory and policy formation. Topics include moral standing, animal rights, obligations to future generations, pollution, hazardous materials, the depletion of natural resources and the treatment of non-human living things."
PHIL,333,Bio-Medical Ethics,3,,,"Moral problems arising in the health sciences, especially in medicine but also in biology, psychology, and social work. Topics include abortion, death and euthanasia, genetic engineering, behaviour modification, compulsory treatment, experimentation with human beings and animals, and the relationship between professionals and their patients, subjects or clients. No philosophical background is required."
PHIL,334,"Sex, Gender and Philosophy",3,,,"Relationship between sex, gender, and philosophy. Topics may include ethics, epistemology, science, social relations, law, and personhood."
PHIL,335,Power and Oppression,3,,,"Philosophical approaches to historical problems of inequality and social harm, with readings drawn from historical and contemporary sources. Topics to be studied may include slavery, colonialism, labour, and the position of women in society."
PHIL,337,Ethics for the Sciences,3,,,"Philosophical exploration of ethical issues in the non-medical sciences, including topics such as intellectual integrity, responsible conduct of research, protection of human subjects, ethics of animal experimentation, and the social responsibilities of scientists. Credit will be granted for only one of ISCI 433 or PHIL 337."
PHIL,338,Philosophy of Law,3,/* Unparsed: restricted to second- or higher-year standing. */,,"Concepts of law, constitution and sovereignty; law and morality; natural law theories and legal positivism; obligation, responsibility, and punishment. Prerequisite: Restricted to second- or higher-year standing."
PHIL,339,Philosophy of Art,3,,,"Topics include art and perception, art and reality, imagination, expression, censorship, and the role of art in human life."
PHIL,340,Introduction to Metaphysics,3,"Prerequisite(type=""course"", details=""PHIL 240"")",,"Topics in metaphysics such as the nature of physical reality, personal identity, the mind/body problem, free will, causation and action theory. Readings from classic and contemporary texts. Prerequisite: PHIL 240 is recommended."
PHIL,347,Philosophy of Religion,3,,,"A critical and analytical examination of arguments for and arguments against the existence of God, and other related topics."
PHIL,348,Introduction to Continental Philosophy,3,,,"Major themes and figures in the Continental philosophy tradition; possible topics include 19th century precursors, 20th century philosophers, and comparisons between analytic and continental philosophy."
PHIL,351,Philosophical Perspectives on Cognitive Systems Research,3,"/* Unparsed: 3 credits selected from any of phil 211, 212, 220, 222, 230, 235, 240, 250, 260, or cogs 200 */",,"Philosophical exploration of questions and theories arising from research into the mind, as conducted in psychology, linguistics, and computer science. Prerequisite: 3 credits selected from any of PHIL 211, 212, 220, 222, 230, 235, 240, 250, 260, or COGS 200"
PHIL,360,Introduction to History and Philosophy of Science,3,,,"An examination of historical, conceptual and methodological conditions of scientific knowledge through detailed consideration of important episodes in the history of science. Credit will be granted for only one of PHIL 360 or HIST 393. Equivalency: HIST 393"
PHIL,364,"Darwin, Evolution, and Modern History",3,,,Darwin and the science of evolution in nineteenth and early twentieth century. Credit will be granted for only one of PHIL 364 or HIST 394. Equivalency: HIST 394
PHIL,371,Foundations of Chinese Thought,3,,,"Early (pre 221 BCE) Chinese thought (Confucianism, Daoism, Mohism, Legalism), its contemporary implications, and the role of philosophy and religion in human flourishing./ Credit will only be granted for one of PHIL 371 or ASIA 371. Equivalency: ASIA371"
PHIL,375,Philosophy and Literature,3,,,"Philosophical issues in works of literature or arising from theories of literary interpretation. Topics include issues relating to relativism, the nature of morality, free will, personal identity, the nature of the emotions."
PHIL,378,Philosophical Wisdom of Early India,3,,,"Epistemological and ontological thought from the Vedic Period to the period of the rise of philosophical schools or systems. Philosophy in the Mahabharata, Gita; early Buddhist and Jain views on knowledge and reality; views on language. Credit will be granted for only one of PHIL 378 or ASIA 378. Equivalency: ASIA 378"
PHIL,385,Existentialism,3,,,"Meaning, identity and alienation as explored in the works for example of Kierkegaard, Dostoyevsky, Tolstoy, Sartre, and Camus."
PHIL,388,Classical South Asian Philosophy,3,,,"Debates on issues of epistemology, language and ontology among the philosophical traditions of classical South Asia. PHIL 378/ASIA 378 is recommended. Credit will be granted for only one of PHIL 388 or ASIA 388. Equivalency: ASIA 388"
PHIL,400,"Morals, Politics and the Individual",3,,,"Introduction to major themes in moral and political philosophy. Primarily for fourth-year and graduate students who have had no previous course in Philosophy. Credit will be granted for only one of PHIL 400, PHIL 100 or PHIL 101 and 102."
PHIL,401,"Knowledge, Explanation, and the Nature of Things",3,,,"Introduction to major themes in epistemology and metaphysics. Primarily for fourth-year and graduate students who have had no previous course in Philosophy. Credit will be granted for only one of PHIL 401, PHIL 100 or PHIL 101 and 102."
PHIL,410,Topics in Ancient Philosophy,3,,,"Advanced study of the Presocratics, or of a philosopher such as Plato, or of a school such as the Sceptics or Stoics. Topics vary from year to year. Recommended pre-requisite: PHIL 311."
PHIL,412,Topics in Medieval Philosophy,3,,,"Advanced study of a medieval philosopher such as Aquinas, or school. Recommended pre-requisite: PHIL 313."
PHIL,415,The Philosophy of Immanuel Kant,3,,,"Study of Kant's critical philosophy. Recommended pre-requisite: one of PHIL 314, PHIL 315, PHIL 340"
PHIL,419,Philosophy of History,3,,,"Concepts of history and historical explanation, historical progress, purpose, necessity, law and causation. Hegel, Marx, Vico, Spengler, Pareto, Collingwood, Croce, and Toynbee, as well as contemporary figures. Students will be expected to have an adequate knowledge of ancient or modern history."
PHIL,420,Topics in Symbolic Logic,3,,,"Formal semantics, proof theory, incompleteness and decidability, axiomatic set theory, independence results. Consult the Department as to which topics are offered in a given year. Recommended pre-requisite: one of PHIL 220, PHIL 222. PHIL 222 is recommended."
PHIL,426,Topics in Philosophy of Language,3,,,Advanced topics in the philosophy of language. Recommended pre-requisite: PHIL 326 and 6 credits of PHIL/LING at the 200-level or above.
PHIL,427,Philosophy of Mathematics,3,/* Unparsed: philosophy or mathematics courses totaling 9 credits at the 200-level or above. */,,"Logicism, formalism and constructivism, implications of metatheorems such as those of Gödel and Church, mathematical truth, mathematics and mental construction, mathematics and the physical world. Prerequisite: Philosophy or mathematics courses totaling 9 credits at the 200-level or above."
PHIL,431,Topics in Social and Political Philosophy,3,"Prerequisite(type=""credits"", details={""min_credits"": 9, ""departments"": ['PHIL']})",,"Central concepts and problems in political life and thought including obligation, citizenship, representation, justice; equality; civil rights and liberty; disobedience. Prerequisite: 9 credits of PHIL/POLI at the 200-level or above."
PHIL,432,Topics in Ethical Theory,3,"Prerequisite(type=""course"", details=""PHIL 230"")",,Classic or contemporary works in ethical theory. Prerequisite: PHIL 230. 9 credits of PHIL at the 200-level or above
PHIL,440,Topics in Epistemology,3,,,Analysis of the concept of knowledge; problems of justifying ordinary and basic empirical beliefs. Recommended pre-requisite: PHIL 240.
PHIL,441,Philosophy of Perception,3,,,"The contribution of the senses to knowledge of the external world; the nature of perception and its contribution to empirical knowledge. Recommended pre-requisites: Either (a) PHIL 240 or (b) COGS 200. If COGS 200, accompanied by 3 credits in PHIL at the 200-level or above."
PHIL,448,Topics in Continental Philosophy,3,,,"A study of European philosophers from amongst Husserl, Heidegger, Habermas, Foucault, Derrida, Lacan, Levinas, and others."
PHIL,450,Topics in Metaphysics,3,/* Unparsed: 9 credits in phil at the 200-level or above. phil 340 is recommended. */,,"Topics including ontology, universals and particulars, substance, determinism and indeterminism, identity over time, and theories of truth. Prerequisite: 9 credits in PHIL at the 200-level or above. PHIL 340 is recommended."
PHIL,451,Philosophy of Mind,3,,,"The nature of the mental and physical; the relation between minds and bodies; the character of psychological explanation. Recommended pre-requisites: Either (a) PHIL 240 or (b) COGS 200. If COGS 200, accompanied by 3 credits of PHIL at the 200-level or above."
PHIL,452,Philosophy of Action,3,,,Explanation of human actions; the conditions of responsibility; freedom of the will; the domains of rational and moral appraisal; the category of action and the individuation of actions. Recommended pre-requisite: PHIL 340.
PHIL,461,Philosophy of Social Science,3,"/* Unparsed: 9 credits at the 200-level or above from philosophy, anthropology, geography, economics, history, political science, psychology or sociology. */",,"Topics in the philosophy of science of special concern to the social sciences: the problem of objectivity, the use of models and evidence, causation and causal reasoning, formal methods, the status of social kinds and norms, scientific explanation, laws. Prerequisite: 9 credits at the 200-level or above from philosophy, anthropology, geography, economics, history, political science, psychology or sociology."
PHIL,464,Philosophy of Biology,3,/* Unparsed: fourth-year standing in any degree program or 9 credits of philosophy. */,,"Methodological, historical, philosophical and social science questions about biology. Prerequisite: Fourth-year standing in any degree program or 9 credits of philosophy."
PHIL,469,Topics in Philosophy of Science,3,,,Topics such as probability and induction; foundations of measurement; theory construction. Recommended pre-requisite: PHIL 369.
PHIL,470,Comparative Conceptions of the Self,3,,,"Ways in which the 'self' has been portrayed in eastern and western religious traditions. Thinkers to be considered include Aristotle, Mencius, Freud, Xunzi (Hsün-tzu), Nietzche, and Zhuangzi (Chuang-tzu). Credit will be granted for only one of PHIL 470 or ASIA 470. Equivalency: ASIA 470"
PHIL,485,Directed Reading,3,,,Same as PHIL 486-9.
PHIL,486,Directed Reading,3,,,
PHIL,487,Directed Reading,3,,,
PHIL,488,Directed Reading,3,,,
PHIL,489,Directed Reading,3,,,
PHIL,499,Directed Reading,1,,,
PHIL,586,Philosophy of Action,3,,,This course is not eligible for Credit/D/Fail grading.
PHIL,599,MA Thesis,12,,,This course is not eligible for Credit/D/Fail grading.
PHIL,699,Doctoral Dissertation,0,,,This course is not eligible for Credit/D/Fail grading.
PHRM,100,Foundations of Pharmacy,18,,,"Scientific concepts and pharmacy practice principles. Role of the pharmacist, patient assessment skills, professional identity, communication skills, and an understanding of legal and ethical responsibilities. This course is not eligible for Credit/D/Fail grading."
